epoch,global_step,train_loss,val_loss,perplexity,learning_rate,metric_bleu,metric_meteor,metric_rouge_l,metric_cider,metric_exact_match,metric_precision,metric_recall,metric_f1,metric_wups,early_stop_counter,is_best,time_seconds
1,3222,1.6729073780874966,1.4863928107007531,5.327634811401367,0.00011317487828304232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,19168.073145
2,6444,1.4360010547714896,1.4709529919470736,4.203851222991943,1e-06,0.16043543992140769,0.391196725105458,0.4691483778233004,0.9991550718752038,0.08,0.4961333435083435,0.5109183501683503,0.4907268204791424,0.075,1,False,19177.457822
