epoch,global_step,train_loss,val_loss,perplexity,learning_rate,metric_bleu,metric_meteor,metric_rouge_l,metric_cider,metric_exact_match,metric_precision,metric_recall,metric_f1,metric_wups,early_stop_counter,is_best,time_seconds
1,3222,1.7165014387324018,1.4926448456539416,5.5650248527526855,0.00011317487828304232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,18945.671509
2,6444,1.4490654062662414,1.478500683433315,4.259132385253906,1e-06,0.15805737025648933,0.40390358792328857,0.47611568143185784,1.048103809126392,0.08666666666666667,0.5039585460835461,0.5112676166426167,0.4933683993022228,0.08333333333333333,1,False,18948.310055
