epoch,global_step,train_loss,val_loss,perplexity,learning_rate,metric_bleu,metric_meteor,metric_rouge_l,metric_cider,metric_exact_match,metric_precision,metric_recall,metric_f1,metric_wups,early_stop_counter,is_best,time_seconds
1,3222,1.6062721053981248,1.5021426049367925,4.984196186065674,1e-06,0.1525780935829913,0.40579090765500253,0.4801775566402817,0.9658451148703309,0.08182317408017573,0.5011433011433011,0.519799443138268,0.49757492672163783,0.07889438037708218,0,False,22329.440046
