epoch,global_step,train_loss,val_loss,perplexity,learning_rate,metric_bleu,metric_meteor,metric_rouge_l,metric_cider,metric_exact_match,metric_precision,metric_recall,metric_f1,metric_wups,early_stop_counter,is_best,time_seconds
1,3222,1.6205920944074752,1.475843591012857,5.0560832023620605,0.00011317487828304232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,20039.018097
2,6444,1.421687027207078,1.4596904447277679,4.144105911254883,1e-06,0.15887354020300493,0.40001613476381115,0.48036788821773335,1.0202234781281398,0.08833333333333333,0.5077308201058202,0.5145612073112074,0.49746411268470087,0.085,0,False,20064.419938
