epoch,global_step,train_loss,val_loss,perplexity,learning_rate,metric_bleu,metric_meteor,metric_rouge_l,metric_cider,metric_exact_match,metric_precision,metric_recall,metric_f1,metric_wups,early_stop_counter,is_best,time_seconds
1,3222,1.6356923762017492,1.5048191145956953,5.1330108642578125,1e-06,0.16085296860650883,0.4066619271990834,0.4806405406259386,0.9717540420699764,0.08822991030569284,0.5015221177220079,0.5189259029456723,0.4972426080327447,0.08475196778326927,0,False,23385.074429
