epoch,global_step,train_loss,val_loss,perplexity,learning_rate,metric_bleu,metric_meteor,metric_rouge_l,metric_cider,metric_exact_match,metric_precision,metric_recall,metric_f1,metric_wups,early_stop_counter,is_best,time_seconds
1,3,4.514149824778239,3.749417781829834,91.29989624023438,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,6.187248
2,6,3.7566777070363364,3.542126417160034,42.805973052978516,1e-06,0.020641987803280023,0.21752501725327816,0.16726190476190478,0.8395608549662017,0.0,0.2361111111111111,0.2916666666666667,0.21488095238095237,0.0,0,True,5.422851
